32,32
2,2
16,16
6,6
29,29
33,33
3,3
5,5
23,23
1,1
25,25
9,9
17,17
18,18
28,28
8,8
11,11
22,22
13,13
15,15
30,30
14,14
20,20
0,0
31,31
26,26
4,4
24,24
7,7
10,10
12,12
27,27
19,19
21,21
